nom;pays;ville;adresse;latitude;longitude;prixMoyen;livraison;reservation;typeCuisine
Uno Mas;Ireland;Dublin City;6 Aungier Street, Dublin City, D02 WN47, Ireland;53.3411166;-6.2653266;40;non;non;Mediterranean Cuisine
The Chequers;United Kingdom;Bath;50 Rivers Street, Bath, BA1 2QA, United Kingdom;51.3874851;-2.3649837;50;non;non;Traditional Cuisine
Mignonette;United Kingdom;London;109 Kew Road, Richmond, London, TW9 2PN, United Kingdom;51.4652484;-0.299425;50;non;non;French
Miga;United Kingdom;London;1 Mare Street, Hackney, London, E8 4RP, United Kingdom;51.5345354;-0.0576208;50;non;non;Korean
Baba'de;Ireland;Baltimore;The Mews, Baltimore, P81 TC64, Ireland;51.4832514;-9.3728825;40;non;non;Turkish
July;United Kingdom;London;10 Charlotte Street, Fitzrovia, London, W1T 2LT, United Kingdom;51.5183735;-0.1344704;50;non;non;Modern French
Kolae;United Kingdom;London;6 Park Street, Borough Market, London, SE1 9AB, United Kingdom;51.5054308;-0.091596;50;non;non;Thai
Ardfern;United Kingdom;Leith;10-12 Bonnington Road, Leith, EH6 5JD, United Kingdom;55.9727268;-3.1758276;50;non;non;International
North Street Kitchen;United Kingdom;Fowey;55 North Street, Fowey, PL23 1DB, United Kingdom;50.3374172;-4.6331809;50;non;non;Seafood
AGORA;United Kingdom;London;4 Bedale Street, Borough Market, London, SE1 9AL, United Kingdom;51.5054399;-0.0900645;50;non;non;Greek
The Loch & The Tyne;United Kingdom;Old Windsor;10 Crimp Hill, Old Windsor, SL4 2QY, United Kingdom;51.4567787;-0.5910703;50;non;non;British Contemporary
Josephine Bouchon;United Kingdom;London;315 Fulham Road, Chelsea, London, SW10 9QH, United Kingdom;51.4866083;-0.1795928;50;non;non;Lyonnaise
The Royal;United Kingdom;St Leonards on Sea;1 St Johns Road, St Leonards on Sea, TN37 6HP, United Kingdom;50.8553011;0.5606237;50;non;non;Modern British
Flint House;United Kingdom;Brighton and Hove;13 Hanningtons Lane, Brighton and Hove, BN1 1GS, United Kingdom;50.8222444;-0.1399223;50;non;non;Modern Cuisine
Everett's;Ireland;Waterford;22 High Street, Waterford, X91 Y983, Ireland;52.2605009;-7.1082172;40;non;non;Modern Cuisine
The Bull;United Kingdom;Charlbury;Sheep Street, Charlbury, OX7 3RR, United Kingdom;51.8727353;-1.4823543;50;non;non;Traditional Cuisine
The Bonnie Badger;United Kingdom;Gullane;Main Street, Gullane, EH31 2AB, United Kingdom;56.0351457;-2.8309937;50;non;non;Modern British
Berenjak;United Kingdom;London;27 Romilly Street, Soho, London, W1D 5AL, United Kingdom;51.513031;-0.1307286;50;non;non;Persian
Bancone;United Kingdom;London;39 William IV Street, Covent Garden, London, WC2N 4DD, United Kingdom;51.5095405;-0.1264864;50;non;non;Italian
Home;United Kingdom;Belfast;22 Wellington Place, Belfast, BT1 6GE, United Kingdom;54.5970378;-5.9330515;50;non;non;Traditional British
EDŌ;United Kingdom;Belfast;3 Capital House, Unit 2, Upper Queen Street, Belfast, BT1 6FB, United Kingdom;54.5969099;-5.9333947;50;non;non;European Contemporary
Deanes at Queens;United Kingdom;Belfast;1 College Gardens, Belfast, BT9 6BQ, United Kingdom;54.5835811;-5.9377768;50;non;non;Modern British
Gunton Arms;United Kingdom;Thorpe Market;Cromer Road, Gunton Park, Thorpe Market, NR11 8TZ, United Kingdom;52.858343;1.330358;50;non;non;Traditional British
The Inn at Welland;United Kingdom;Welland;Hook Bank, Drake Street, Welland, WR13 6LN, United Kingdom;52.0599366;-2.2761856;50;non;non;Modern British
Root;United Kingdom;City of Bristol;Unit 9, Cargo 1, Gaol Ferry Steps, Wapping Wharf, City of Bristol, BS1 6WP, United Kingdom;51.4470817;-2.5993811;50;non;non;Modern Cuisine
Kiln;United Kingdom;London;58 Brewer Street, Soho, London, W1F 9TL, United Kingdom;51.5113695;-0.1360059;50;non;non;Thai
Hoppers;United Kingdom;London;49 Frith Street, Soho, London, W1D 4SG, United Kingdom;51.5136166;-0.1316524;50;non;non;South Indian
Upstairs (at Trinity);United Kingdom;London;4 The Polygon, Clapham, London, SW4 0JG, United Kingdom;51.4634928;-0.1415253;50;non;non;Modern Cuisine
Provender;United Kingdom;London;17 High Street, Redbridge, London, E11 2AA, United Kingdom;51.5799878;0.0236499;50;non;non;French
Padella;United Kingdom;London;6 Southwark Street, Borough Market, London, SE1 1TQ, United Kingdom;51.505121;-0.0898596;50;non;non;Italian
Smokestak;United Kingdom;London;35 Sclater Street, Shoreditch, London, E1 6LB, United Kingdom;51.5236675;-0.072901;50;non;non;Meats and Grills
St. JOHN Bread and Wine;United Kingdom;London;94-96 Commercial Street, Spitalfields, London, E1 6LZ, United Kingdom;51.5196914;-0.0743226;50;non;non;Traditional British
Westerns Laundry;United Kingdom;London;34 Drayton Park, Holloway, London, N5 1PB, United Kingdom;51.551702;-0.1075123;50;non;non;Modern British
Riverine Rabbit;United Kingdom;Birmingham;1464 Pershore Road, Stirchley, Birmingham, B30 2NT, United Kingdom;52.4258769;-1.9219631;50;non;non;Modern Cuisine
The Barbary;United Kingdom;London;16 Neal’s Yard, Covent Garden, London, WC2H 9DP, United Kingdom;51.51455;-0.12632;50;non;non;North African
Popolo;United Kingdom;London;26 Rivington Street, Shoreditch, London, EC2A 3DU, United Kingdom;51.5260492;-0.0821058;50;non;non;Italian
Empire Empire;United Kingdom;London;16 All Saints Road, Notting Hill, London, W11 1HH, United Kingdom;51.5180143;-0.2036855;50;non;non;Indian
Palmito;United Kingdom;Brighton and Hove;16 Western Road, Brighton and Hove, BN3 1AE, United Kingdom;50.8253742;-0.1568404;50;non;non;Asian
La Gordita;Ireland;Dublin City;6 Montague Street, Dublin City, D02 XE65, Ireland;53.3365439;-6.2646686;40;non;non;Spanish
The Clifton;United Kingdom;City of Bristol;16 Regent Street, City of Bristol, BS8 4HG, United Kingdom;51.4539431;-2.617977;50;non;non;Regional Cuisine
Emilia;United Kingdom;Ashburton;2  East Street, Ashburton, TQ13 7AA, United Kingdom;50.5154368;-3.7560547;50;non;non;Italian
Dill;United Kingdom;Lewes;2 South Street, Lewes, BN7 2BP, United Kingdom;50.8743773;0.0191946;50;non;non;Innovative
Higher Ground;United Kingdom;Manchester;Faulkner House, New York Street, Manchester, M1 4DY, United Kingdom;53.4795664;-2.2383081;50;non;non;Modern British
Little Hollows Pasta;United Kingdom;City of Bristol;26 Chandos Road, City of Bristol, BS6 6PF, United Kingdom;51.4681052;-2.6048548;50;non;non;Italian
Queen of Cups;United Kingdom;Glastonbury;10-12 Northload Street, Glastonbury, BA6 9JJ, United Kingdom;51.1478135;-2.7186007;50;non;non;Middle Eastern
The Hero;United Kingdom;London;55 Shirland Road, Maida Vale, London, W9 2JD, United Kingdom;51.5243387;-0.188812;50;non;non;Traditional Cuisine
Richmond;Ireland;Dublin City;43 Richmond Street South, Dublin City, D02 X499, Ireland;53.3311904;-6.2647003;40;non;non;Modern Cuisine
Skosh;United Kingdom;York;96-98 Micklegate, York, YO1 6JX, United Kingdom;53.9568532;-1.0894785;50;non;non;Modern British
Hare & Hounds;United Kingdom;Aberthin;Maendy Road, Aberthin, CF71 7LG, United Kingdom;51.4673338;-3.4294235;50;non;non;Traditional British
Ox and Finch;United Kingdom;Glasgow City;920 Sauchiehall Street, Glasgow City, G3 7TF, United Kingdom;55.8657546;-4.2847345;50;non;non;Mediterranean Cuisine
Pythouse Kitchen Garden;United Kingdom;Tisbury;West Hatch, Tisbury, SP3 6PA, United Kingdom;51.055077;-2.1323674;50;non;non;Traditional British
Peacock Inn;United Kingdom;Chelsworth;37 The Street, Chelsworth, IP7 7HU, United Kingdom;52.09575;0.88974;50;non;non;Modern British
Thyme;Ireland;Athlone;Custume Place, Strand Street, Athlone, N37F1W4, Ireland;53.4236062;-7.9403616;40;non;non;Modern Cuisine
Wine & Brine;United Kingdom;Moira;59 Main Street, Moira, BT67 0LQ, United Kingdom;54.4805357;-6.2266488;50;non;non;Modern Cuisine
Courthouse;Ireland;Carrickmacross;1 Monaghan Street, Carrickmacross, A81 X066, Ireland;53.9779959;-6.7193971;40;non;non;Regional Cuisine
Six Bells;United Kingdom;Witham on The Hill;Main Street, Witham on The Hill, PE10 0JH, United Kingdom;52.7342169;-0.4395277;50;non;non;Traditional British
The Scran & Scallie;United Kingdom;Edinburgh;1 Comely Bank Road, Stockbridge, Edinburgh, EH4 1DT, United Kingdom;55.9591825;-3.2146265;50;non;non;Scottish
Ibérico World Tapas;United Kingdom;Nottingham;The Shire Hall, High Pavement, Nottingham, NG1 1HN, United Kingdom;52.9508467;-1.1441974;50;non;non;Mediterranean Cuisine
The Three Oaks;United Kingdom;Gerrards Cross;Austenwood Lane, Gerrards Cross, SL9 8NL, United Kingdom;51.5978925;-0.5579102;50;non;non;Modern British
Pulpo Negro;United Kingdom;New Alresford;28 Broad Street, New Alresford, SO24 9AQ, United Kingdom;51.0912204;-1.1613028;50;non;non;Spanish
El Gato Negro;United Kingdom;Manchester;52 King Street, Manchester, M2 4LY, United Kingdom;53.4810871;-2.2456707;50;non;non;Spanish
Dastaan;United Kingdom;Ewell;447 Kingston Road, Ewell, KT19 0DB, United Kingdom;51.3690789;-0.2661511;50;non;non;Indian
BOX-E;United Kingdom;City of Bristol;Unit 10, Cargo 1, Wapping Wharf, City of Bristol, BS1 6WP, United Kingdom;51.4468096;-2.5991738;50;non;non;Modern British
Twelve;United Kingdom;Thornton;Marsh Mill, Fleetwood Road North, Thornton, FY5 4JZ, United Kingdom;53.8748962;-3.0116422;50;non;non;Modern British
Bao;United Kingdom;London;53 Lexington Street, Soho, London, W1F 9AS, United Kingdom;51.5132537;-0.13654;50;non;non;Taiwanese
Kateh;United Kingdom;London;5 Warwick Place, Little Venice, London, W9 2PX, United Kingdom;51.5220669;-0.183753;50;non;non;Persian
Palomar;United Kingdom;London;34 Rupert Street, Soho, London, W1D 6DN, United Kingdom;51.511258;-0.132765;50;non;non;Middle Eastern
Artusi;United Kingdom;London;161 Bellenden Road, Southwark, London, SE15 4DH, United Kingdom;51.4666764;-0.0727785;50;non;non;Italian
Plaquemine Lock;United Kingdom;London;139 Graham Street, Islington, London, N1 8LB, United Kingdom;51.5326532;-0.1004633;50;non;non;Creole
Primeur;United Kingdom;London;116 Petherton Road, Canonbury, London, N5 2RT, United Kingdom;51.5543915;-0.0900885;50;non;non;Modern British
Farang;United Kingdom;London;72 Highbury Park, Highbury, London, N5 2XE, United Kingdom;51.5570116;-0.0977828;50;non;non;Thai
Touring Club;United Kingdom;Penarth;4 Washington Buildings, Stanwell Road, Penarth, CF64 2AD, United Kingdom;51.4373454;-3.1736935;50;non;non;Modern British
tipo;United Kingdom;Edinburgh;110 Hanover Street, Edinburgh, EH2 1DR, United Kingdom;55.9544928;-3.1980674;50;non;non;Italian
Lottie's;Ireland;Dublin City;7-9 Rathgar Road, Rathmines, Dublin City, D06 R971, Ireland;53.321629;-6.2669518;40;non;non;Modern Cuisine
Fish Shop;United Kingdom;Ballater;3 Netherley Place, Ballater, AB35 5QE, United Kingdom;57.0496443;-3.0396833;50;non;non;Seafood
Root Wells;United Kingdom;Wells;12 Sadler Street, Wells, BA5 2SE, United Kingdom;51.2096222;-2.6460622;50;non;non;Vegetarian
The Reindeer;United Kingdom;Hoveringham;Main Street, Hoveringham, NG14 7JR, United Kingdom;53.0142399;-0.9591836;50;non;non;Traditional British
Yr Hen Printworks;United Kingdom;Cardigan;Carrier's Lane, Cardigan, SA43 1FA, United Kingdom;52.0821267;-4.659609;50;non;non;Modern Cuisine
Kushi-Ya;United Kingdom;Nottingham;14a Low Pavement, Nottingham, NG1 7DL, United Kingdom;52.95137;-1.14779;50;non;non;Japanese
Andria;United Kingdom;Dartmouth;5 Lower Street, Dartmouth, TQ6 9AJ, United Kingdom;50.3500923;-3.5783436;50;non;non;Modern Cuisine
Celentano's;United Kingdom;Glasgow City;Cathedral House Hotel, 28-32 Cathedral Square, Glasgow City, G4 0XA, United Kingdom;55.861929;-4.2349737;50;non;non;Italian
manteca;United Kingdom;London;49-51 Curtain Road, Shoreditch, London, EC2A 3PT, United Kingdom;51.5240402;-0.0804723;50;non;non;Italian
Sculthorpe Mill;United Kingdom;Sculthorpe;Lynn Road, Sculthorpe, NR21 9QG, United Kingdom;52.83726;0.80844;50;non;non;Modern British
Aldridge Lodge;Ireland;Duncannon;Aldridge Lodge, Duncannon, Y34 W650, Ireland;52.2172316;-6.9092443;40;non;non;Country cooking
Pichet;Ireland;Dublin City;14-15 Trinity Street, Dublin City, D02 T998, Ireland;53.3438552;-6.2622465;40;non;non;French
Sha-Roe Bistro;Ireland;Clonegall;Main Street, Clonegall, Y21 KH61, Ireland;52.692843;-6.6453964;40;non;non;Modern Cuisine
Bryn Williams at Porth Eirias;United Kingdom;Colwyn Bay;The Promenade, Colwyn Bay, LL29 8HH, United Kingdom;53.2953743;-3.7176795;50;non;non;Modern British
Kilberry Inn;United Kingdom;Kilberry;Kilberry, PA29 6YD, United Kingdom;55.8194385;-5.6501159;50;non;non;Modern British
Noble;United Kingdom;Holywood;27a Church Road, Holywood, BT18 9BU, United Kingdom;54.6414093;-5.8333093;50;non;non;Modern Cuisine
Cornish Arms;United Kingdom;Tavistock;15 West Street, Tavistock, PL19 8AN, United Kingdom;50.5494467;-4.1473599;50;non;non;Traditional Cuisine
Rick Stein's Café;United Kingdom;Padstow;10 Middle Street, Padstow, PL28 8AP, United Kingdom;50.5413741;-4.939904;50;non;non;Seafood
Broad Chare;United Kingdom;Newcastle Upon Tyne;25 Broad Chare, Newcastle Upon Tyne, NE1 3DQ, United Kingdom;54.9699036;-1.6046544;50;non;non;Traditional British
Galvin Green Man;United Kingdom;Howe Street;Main Road, Howe Street, CM3 1BG, United Kingdom;51.8065495;0.458329;50;non;non;Traditional British
Haveli;United Kingdom;Ponteland;3-5 Broadway, Darras Hall, Ponteland, NE20 9PW, United Kingdom;55.0360669;-1.7645118;50;non;non;Indian
Charlton Arms;United Kingdom;Ludlow;Ludford Bridge, Ludlow, SY8 1PJ, United Kingdom;52.363659;-2.7172663;50;non;non;Traditional British
Duncombe Arms;United Kingdom;Ellastone;Main Road, Ellastone, DE6 2GZ, United Kingdom;52.9862494;-1.8261734;50;non;non;Modern British
Prashad;United Kingdom;Drighlington;137 Whitehall Road, Drighlington, BD11 1AT, United Kingdom;53.756716;-1.6616085;50;non;non;Indian Vegetarian
Kricket;United Kingdom;London;12 Denman Street, Soho, London, W1D 7HH, United Kingdom;51.5107688;-0.1353635;50;non;non;Indian
Cin Cin;United Kingdom;Brighton and Hove;60 Western Road, Brighton and Hove, BN3 1JD, United Kingdom;50.8261338;-0.1617268;50;non;non;Italian
Kudu;United Kingdom;London;119 Queen's Road, Peckham, London, SE15 2EZ, United Kingdom;51.4738574;-0.0594382;50;non;non;South African
Gunpowder Spitalfields;United Kingdom;London;11 White's Row, Spitalfields, London, E1 7NF, United Kingdom;51.5182811;-0.0747543;50;non;non;Indian
Ichigo Ichie Bistro & Natural Wine;Ireland;Cork;5 Fenns Quay, Sheares Street, Cork, T12 RY7Y, Ireland;51.8980515;-8.4798857;40;non;non;Japanese
Amy Austin;Ireland;Dublin City;Unit 1,  Drury Street Car Park, Dublin City, D02 PH26, Ireland;53.3416354;-6.2638842;40;non;non;Modern Cuisine
COR;United Kingdom;City of Bristol;81 North Street, Bedminster, City of Bristol, BS3 1ES, United Kingdom;51.4406064;-2.6049987;50;non;non;Modern British
The Three Horseshoes;United Kingdom;Fordham;74 Church Road, Fordham, CO6 3NJ, United Kingdom;51.9182374;0.8020003;50;non;non;Modern British
Tropea;United Kingdom;Birmingham;27 - 33 Lordswood Road, Harborne, Birmingham, B17 9RP, United Kingdom;52.4585824;-1.9587848;50;non;non;Italian
Waterman;United Kingdom;Belfast;5-23 Hill Street, Belfast, BT1 2LA, United Kingdom;54.6017969;-5.9267975;50;non;non;European Contemporary
The Pelican;United Kingdom;London;45 All Saints Road, Notting Hill, London, W11 1HE, United Kingdom;51.5188298;-0.2046482;50;non;non;Traditional Cuisine
Les 2 Garçons;United Kingdom;London;14 Middle Lane, Crouch End, London, N8 8PL, United Kingdom;51.5812079;-0.1235194;50;non;non;French
argoe;United Kingdom;Newlyn;The Strand, Newlyn, TR18 5HW, United Kingdom;50.103804;-5.5486918;50;non;non;Seafood
Plaza Khao Gaeng;United Kingdom;London;Arcade Food Hall, 103-105 New Oxford Street, Bloomsbury, London, WC1A 1DB, United Kingdom;51.516414;-0.1290631;50;non;non;Thai
Engine Social Dining;United Kingdom;Sowerby Bridge;72 Wharf Street, Sowerby Bridge, HX6 2AF, United Kingdom;53.7098412;-1.9058171;50;non;non;Modern Cuisine
Evernight;United Kingdom;London;Unit 1A, 3 Ravine Way Embassy Gardens, Wandsworth, London, SW11 7BH, United Kingdom;51.4818761;-0.130728;50;non;non;Japanese
Blaise Inn;United Kingdom;City of Bristol;260 Henbury Road, City of Bristol, BS10 7QR, United Kingdom;51.5070257;-2.6324229;50;non;non;Traditional Cuisine
Brutto;United Kingdom;London;35-37 Greenhill Rents, Clerkenwell, London, EC1M 6BN, United Kingdom;51.5198579;-0.1024475;50;non;non;Italian
Saint Francis Provisions;Ireland;Kinsale;Short Quay, Kinsale, P17 T880, Ireland;51.7055457;-8.5229311;40;non;non;Mediterranean Cuisine
Sargasso;United Kingdom;Margate;Unit 13, Harbour Arm, Stone Pier, Margate, CT9 1AP, United Kingdom;51.3913176;1.3794152;50;non;non;Modern Cuisine
Lilli Wirtshaus;Austria;Fehring;Hauptplatz 9, Fehring, 8350, Austria;46.9355636;16.0105839;40;non;non;Regional Cuisine
Secco;Austria;Hall in Tirol;Eugenstraße 3, Hall in Tirol, 6060, Austria;47.2811622;11.508235;40;non;non;Regional Cuisine
Wörgötter - Wirtshaus;Austria;Ligist;Marktplatz 40, Ligist, 8563, Austria;46.993731;15.2068683;40;non;non;Regional Cuisine
Freigeist;Austria;Lustenau;Raiffeisenstraße 4, Lustenau, 6890, Austria;47.4252658;9.6580146;40;non;non;Farm to table
Schlosskeller Wirtshaus;Austria;Leibnitz;Seggaubergstraße 5, Leibnitz, 8430, Austria;46.778253;15.5243311;40;non;non;Farm to table
Landgasthof Hinterleithner;Austria;Hofamt Priel;Weinser Straße 95, Hofamt Priel, 3681, Austria;48.19657;15.02337;40;non;non;Asian and Western
Göttfried;Austria;Linz;Hofgasse 5, Linz, 4020, Austria;48.3058629;14.2854304;40;non;non;Regional Cuisine
Ziegelwerk Gasthaus;Austria;Wimpassing an der Leitha;Ziegelofengasse 28, Wimpassing an der Leitha, 2485, Austria;47.9148374;16.4304259;40;non;non;Regional Cuisine
's Paul Restaurant;Austria;Traunkirchen;Mitterndorf 23, Traunkirchen, 4801, Austria;47.8544089;13.7762083;40;non;non;Farm to table
Pollak's Retzbacherhof;Austria;Retzbach;Bahnstraße 1, Retzbach, 2074, Austria;48.7649396;16.0024223;40;non;non;Regional Cuisine
Mohrenwirt;Austria;Graz;Mariahilferstraße 16, Graz, 8020, Austria;47.0721753;15.4336253;40;non;non;Regional Cuisine
Scherer;Austria;Obertilliach;Dorf 145, Obertilliach, 9942, Austria;46.709563;12.609723;40;non;non;Regional Cuisine
Die Schmiede;Austria;Pfaffing;Pfaffing 7, Pfaffing, 4870, Austria;48.0179084;13.4822103;40;non;non;Austrian
Mocking das Wirtshaus;Austria;Kitzbühel;Hahnenkammstraße 8, Kitzbühel, 6370, Austria;47.4428542;12.3879337;40;non;non;Regional Cuisine
Malerwinkl;Austria;Fehring;Hatzendorf 152, Fehring, 8361, Austria;46.980077;16.0062398;40;non;non;Contemporary
Chez Bernard;Austria;Vienna;Mariahilfer Straße 71A, Vienna, 1060, Austria;48.19842;16.35066;40;non;non;French Contemporary
s'Morent;Austria;Zöblen;Zöblen 14, Zöblen, 6677, Austria;47.5080173;10.4797987;40;non;non;Regional Cuisine
Reiterhof Stückler;Austria;Sankt Margarethen im Lavanttal;Reiterhofstraße 38, Sankt Margarethen im Lavanttal, 9412, Austria;46.8599728;14.8136496;70;non;non;Creative
Meierei im Stadtpark;Austria;Vienna;Am Heumarkt 2a, Vienna, 1030, Austria;48.2045237;16.3811943;40;non;non;Austrian
Mochi;Austria;Vienna;Praterstraße 15, Vienna, 1020, Austria;48.2135968;16.3818079;20;non;non;Japanese
Das Pfleger;Austria;Anras;Dorf 15, Anras, 9912, Austria;46.7721268;12.557035;40;non;non;Seasonal Cuisine
Ernele;Austria;Hittisau;Heideggen 311, Hittisau, 6952, Austria;47.4564585;9.9640624;40;non;non;Regional Cuisine
Zum fröhlichen Arbeiter;Austria;Apetlon;Quergasse 98, Apetlon, 7143, Austria;47.7428123;16.8360127;40;non;non;Regional Cuisine
Gufer 55;Austria;Brand;Gufer 55, Brand, 6708, Austria;47.1038767;9.7390311;40;non;non;Regional European
Fossil;Austria;Purbach am Neusiedler See;Kellergasse 6K, Purbach am Neusiedler See, 7083, Austria;47.9150866;16.6924714;40;non;non;Regional Cuisine
Woracziczky;Austria;Vienna;Spengergasse 52, Vienna, 1050, Austria;48.1894;16.35299;20;non;non;Austrian
Zur Blauen Gans;Austria;Weiden am See;Seepark Weiden, Weiden am See, 7121, Austria;47.9192714;16.8533216;40;non;non;Farm to table
LOLA;Austria;Vienna;Gonzagagasse 14, Vienna, 1010, Austria;48.2154704;16.3703883;40;non;non;Spanish
Thaller - Gasthaus;Austria;Sankt Veit am Vogau;Am Kirchplatz 4, Sankt Veit am Vogau, 8421, Austria;46.7466335;15.6256853;40;non;non;Regional Cuisine
Wirtshaus Krainer;Austria;Langenwang;Grazer Straße 12, Langenwang, 8665, Austria;47.5683758;15.6201896;40;non;non;Regional Cuisine
Wirtshaus Steirereck am POGUSCH;Austria;Turnau;Pogusch 21, Turnau, 8625, Austria;47.5299618;15.334073;40;non;non;Regional Cuisine
Hueber der Wirt in Bründl;Austria;Sankt Georgen an der Leys;Sankt Georgen an der Leys 18, Sankt Georgen an der Leys, 3282, Austria;48.0314107;15.2257842;40;non;non;Country cooking
Mörwald Schloss Grafenegg;Austria;Grafenegg;Grafenegg 12, Grafenegg, 3485, Austria;48.43031;15.75015;40;non;non;Farm to table
Gasthof Adler;Austria;Schwarzenberg;Hof 15, Schwarzenberg, 6867, Austria;47.4138916;9.8524072;40;non;non;Austrian
Krispels Genusstheater;Austria;Straden;Neusetz 20, Straden, 8345, Austria;46.8014019;15.9160018;40;non;non;Contemporary
Das Bräu;Austria;Nußdorf am Attersee;Am Anger 1, Nußdorf am Attersee, 4865, Austria;47.8830733;13.5224787;40;non;non;Austrian
Haslauerhof;Austria;Haslau an der Donau;Hauptstraße 17, Haslau an der Donau, 2402, Austria;48.1179223;16.7162553;40;non;non;Regional Cuisine
